,Property,Image1,Image2,contrast11,contrast12,contrast13,contrast14,contrast_avg1,contrast21,contrast22,contrast23,contrast24,contrast_avg2,dissimilarity11,dissimilarity12,dissimilarity13,dissimilarity14,dissimilarity_avg1,dissimilarity21,dissimilarity22,dissimilarity23,dissimilarity24,dissimilarity_avg2,homogeneity11,homogeneity12,homogeneity13,homogeneity14,homogeneity_avg1,homogeneity21,homogeneity22,homogeneity23,homogeneity24,homogeneity_avg_2,energy_feature11,energy_feature12,energy_feature13,energy_feature14,energy_feature_avg1,energy_feature21,energy_feature22,energy_feature23,energy_feature24,energy_feature_avg2,correlation_feature11,correlation_feature12,correlation_feature13,correlation_feature14,correlation_feature_avg1,correlation_feature21,correlation_feature22,correlation_feature23,correlation_feature24,correlation_feature_avg2,asm_feature11,asm_feature12,asm_feature13,asm_feature14,asm_feature_avg1,asm_feature21,asm_feature22,asm_feature23,asm_feature24,asm_feature_avg2,PIQ_DISTS,Cosine similarity,td_b7,vents_count_1,vents_count_2,common_vents_count,similarity_ratio,label
572,20854,2017-05-04_8.jpeg,2017-08-17_7.jpeg,1.86,2.30,0.85,2.20,1.80,0.96,1.38,0.84,1.45,1.16,0.91,1.02,0.46,0.97,0.84,0.57,0.68,0.44,0.66,0.59,0.63,0.61,0.80,0.62,0.67,0.75,0.72,0.81,0.73,0.75,0.34,0.33,0.36,0.33,0.34,0.36,0.35,0.37,0.35,0.36,0.90,0.88,0.96,0.89,0.91,0.95,0.93,0.96,0.92,0.94,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.13,0.13,0.95,6.41,3.00,2.00,2.00,0.67,N
573,20854,2017-08-17_7.jpeg,2018-03-13_6.jpeg,0.96,1.38,0.84,1.45,1.16,1.57,2.05,0.83,2.00,1.61,0.57,0.68,0.44,0.66,0.59,0.85,0.96,0.42,0.92,0.78,0.75,0.72,0.81,0.73,0.75,0.65,0.62,0.82,0.64,0.68,0.36,0.35,0.37,0.35,0.36,0.34,0.34,0.37,0.33,0.34,0.95,0.93,0.96,0.92,0.94,0.91,0.88,0.95,0.89,0.91,0.13,0.12,0.14,0.12,0.13,0.12,0.11,0.14,0.11,0.12,0.10,0.95,6.48,2.00,2.00,2.00,1.00,N
574,20854,2018-03-13_6.jpeg,2018-07-08_5.jpeg,1.57,2.05,0.83,2.00,1.61,1.39,1.74,0.56,1.71,1.35,0.85,0.96,0.42,0.92,0.78,0.79,0.89,0.25,0.82,0.69,0.65,0.62,0.82,0.64,0.68,0.66,0.63,0.90,0.67,0.71,0.34,0.34,0.37,0.33,0.34,0.40,0.40,0.44,0.38,0.40,0.91,0.88,0.95,0.89,0.91,0.92,0.90,0.97,0.90,0.92,0.12,0.11,0.14,0.11,0.12,0.16,0.16,0.20,0.15,0.16,0.17,0.86,5.07,2.00,0.00,0.00,1.00,N
575,20854,2018-07-08_5.jpeg,2019-04-20_4.jpeg,1.39,1.74,0.56,1.71,1.35,1.30,1.79,0.83,1.79,1.43,0.79,0.89,0.25,0.82,0.69,0.74,0.84,0.39,0.80,0.69,0.66,0.63,0.90,0.67,0.71,0.68,0.66,0.84,0.68,0.71,0.40,0.40,0.44,0.38,0.40,0.37,0.36,0.39,0.36,0.37,0.92,0.90,0.97,0.90,0.92,0.94,0.92,0.96,0.92,0.94,0.16,0.16,0.20,0.15,0.16,0.14,0.13,0.15,0.13,0.14,0.16,0.89,5.44,0.00,3.00,0.00,1.00,N
576,20854,2019-04-20_4.jpeg,2019-08-25_3.jpeg,1.30,1.79,0.83,1.79,1.43,0.50,0.91,0.65,1.04,0.78,0.74,0.84,0.39,0.80,0.69,0.31,0.40,0.26,0.41,0.35,0.68,0.66,0.84,0.68,0.71,0.86,0.84,0.90,0.84,0.86,0.37,0.36,0.39,0.36,0.37,0.38,0.37,0.40,0.37,0.38,0.94,0.92,0.96,0.92,0.94,0.97,0.95,0.97,0.95,0.96,0.14,0.13,0.15,0.13,0.14,0.15,0.14,0.16,0.14,0.15,0.13,0.92,6.13,3.00,0.00,0.00,1.00,Y
587,20857,2016-09-09_11.jpeg,2017-05-04_10.jpeg,2.10,2.66,2.30,3.32,2.60,2.18,2.66,2.30,3.58,2.68,0.72,0.78,0.76,0.92,0.80,0.71,0.76,0.74,0.92,0.78,0.74,0.74,0.74,0.71,0.73,0.75,0.75,0.75,0.72,0.74,0.43,0.42,0.43,0.42,0.43,0.43,0.42,0.43,0.42,0.42,0.93,0.91,0.92,0.89,0.91,0.94,0.93,0.94,0.90,0.93,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.10,0.82,5.56,8.00,8.00,7.00,0.88,N
588,20857,2017-05-04_10.jpeg,2017-08-17_9.jpeg,2.18,2.66,2.30,3.58,2.68,2.27,2.84,2.44,3.49,2.76,0.71,0.76,0.74,0.92,0.78,0.75,0.80,0.79,0.93,0.81,0.75,0.75,0.75,0.72,0.74,0.74,0.74,0.73,0.71,0.73,0.43,0.42,0.43,0.42,0.42,0.42,0.42,0.43,0.42,0.42,0.94,0.93,0.94,0.90,0.93,0.95,0.93,0.94,0.92,0.93,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.11,0.77,5.34,8.00,7.00,7.00,0.88,N
589,20857,2017-08-17_9.jpeg,2018-03-13_8.jpeg,2.27,2.84,2.44,3.49,2.76,1.50,1.74,1.58,2.69,1.88,0.75,0.80,0.79,0.93,0.81,0.52,0.55,0.55,0.70,0.58,0.74,0.74,0.73,0.71,0.73,0.81,0.81,0.80,0.78,0.80,0.42,0.42,0.43,0.42,0.42,0.44,0.43,0.44,0.43,0.44,0.95,0.93,0.94,0.92,0.93,0.95,0.94,0.95,0.91,0.94,0.18,0.17,0.18,0.17,0.18,0.19,0.19,0.19,0.19,0.19,0.15,0.75,5.19,7.00,8.00,7.00,0.88,N
590,20857,2018-03-13_8.jpeg,2018-07-04_7.jpeg,1.50,1.74,1.58,2.69,1.88,1.10,1.33,1.06,1.78,1.32,0.52,0.55,0.55,0.70,0.58,0.44,0.46,0.44,0.57,0.48,0.81,0.81,0.80,0.78,0.80,0.83,0.84,0.83,0.80,0.83,0.44,0.43,0.44,0.43,0.44,0.45,0.45,0.45,0.44,0.45,0.95,0.94,0.95,0.91,0.94,0.96,0.95,0.96,0.93,0.95,0.19,0.19,0.19,0.19,0.19,0.20,0.20,0.20,0.19,0.20,0.17,0.80,5.46,8.00,8.00,7.00,0.88,N
591,20857,2018-07-04_7.jpeg,2018-07-08_6.jpeg,1.10,1.33,1.06,1.78,1.32,1.10,1.32,1.03,1.75,1.30,0.44,0.46,0.44,0.57,0.48,0.44,0.46,0.43,0.57,0.47,0.83,0.84,0.83,0.80,0.83,0.84,0.83,0.83,0.80,0.83,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.45,0.44,0.45,0.96,0.95,0.96,0.93,0.95,0.96,0.95,0.96,0.93,0.95,0.20,0.20,0.20,0.19,0.20,0.20,0.20,0.21,0.19,0.20,0.05,0.95,6.63,8.00,9.00,8.00,0.89,N
592,20857,2018-07-08_6.jpeg,2019-03-25_5.jpeg,1.10,1.32,1.03,1.75,1.30,1.86,2.21,1.88,2.91,2.22,0.44,0.46,0.43,0.57,0.47,0.67,0.70,0.67,0.84,0.72,0.84,0.83,0.83,0.80,0.83,0.76,0.76,0.75,0.73,0.75,0.45,0.45,0.45,0.44,0.45,0.43,0.42,0.43,0.42,0.42,0.96,0.95,0.96,0.93,0.95,0.94,0.93,0.94,0.91,0.93,0.20,0.20,0.21,0.19,0.20,0.18,0.18,0.18,0.17,0.18,0.16,0.68,4.70,9.00,9.00,7.00,0.78,N
593,20857,2019-03-25_5.jpeg,2019-08-25_4.jpeg,1.86,2.21,1.88,2.91,2.22,1.32,1.61,1.14,1.99,1.52,0.67,0.70,0.67,0.84,0.72,0.51,0.56,0.47,0.62,0.54,0.76,0.76,0.75,0.73,0.75,0.81,0.79,0.82,0.79,0.80,0.43,0.42,0.43,0.42,0.42,0.44,0.43,0.44,0.43,0.43,0.94,0.93,0.94,0.91,0.93,0.96,0.95,0.97,0.94,0.95,0.18,0.18,0.18,0.17,0.18,0.19,0.19,0.19,0.18,0.19,0.16,0.63,4.07,9.00,4.00,4.00,0.44,Y
594,20857,2019-08-25_4.jpeg,2019-08-26_3.jpeg,1.32,1.61,1.14,1.99,1.52,1.29,1.31,1.13,2.08,1.45,0.51,0.56,0.47,0.62,0.54,0.50,0.52,0.47,0.63,0.53,0.81,0.79,0.82,0.79,0.80,0.81,0.80,0.82,0.79,0.80,0.44,0.43,0.44,0.43,0.43,0.44,0.43,0.44,0.43,0.44,0.96,0.95,0.97,0.94,0.95,0.95,0.95,0.95,0.91,0.94,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.20,0.19,0.19,0.11,0.91,6.20,4.00,6.00,3.00,0.50,N
595,20857,2019-08-26_3.jpeg,2020-03-31_2.jpeg,1.29,1.31,1.13,2.08,1.45,1.17,1.51,1.20,1.90,1.45,0.50,0.52,0.47,0.63,0.53,0.51,0.57,0.51,0.65,0.56,0.81,0.80,0.82,0.79,0.80,0.80,0.78,0.80,0.77,0.79,0.44,0.43,0.44,0.43,0.44,0.43,0.43,0.44,0.42,0.43,0.95,0.95,0.95,0.91,0.94,0.96,0.94,0.95,0.93,0.94,0.19,0.19,0.20,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.81,5.47,6.00,5.00,3.00,0.50,N
596,20857,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.17,1.51,1.20,1.90,1.45,1.34,1.64,1.21,2.09,1.57,0.51,0.57,0.51,0.65,0.56,0.53,0.58,0.49,0.65,0.56,0.80,0.78,0.80,0.77,0.79,0.80,0.79,0.81,0.77,0.79,0.43,0.43,0.44,0.42,0.43,0.44,0.43,0.44,0.43,0.43,0.96,0.94,0.95,0.93,0.94,0.96,0.95,0.96,0.93,0.95,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.14,0.84,5.73,5.00,7.00,4.00,0.57,N
597,20858,2016-09-09_10.jpeg,2017-05-04_9.jpeg,2.92,4.24,3.00,4.78,3.74,4.45,7.93,6.33,8.31,6.75,0.80,1.00,0.81,1.06,0.92,1.18,1.70,1.49,1.74,1.53,0.75,0.72,0.75,0.71,0.73,0.65,0.57,0.60,0.57,0.60,0.40,0.39,0.41,0.39,0.39,0.38,0.37,0.39,0.37,0.38,0.93,0.90,0.93,0.89,0.91,0.88,0.78,0.83,0.77,0.82,0.16,0.15,0.16,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.22,0.59,3.58,2.00,1.00,1.00,0.50,N
598,20858,2017-05-04_9.jpeg,2017-08-17_8.jpeg,4.45,7.93,6.33,8.31,6.75,2.03,3.26,2.41,3.63,2.83,1.18,1.70,1.49,1.74,1.53,0.63,0.85,0.71,0.88,0.77,0.65,0.57,0.60,0.57,0.60,0.78,0.74,0.77,0.74,0.76,0.38,0.37,0.39,0.37,0.38,0.41,0.40,0.42,0.40,0.41,0.88,0.78,0.83,0.77,0.82,0.93,0.89,0.92,0.88,0.90,0.14,0.14,0.15,0.14,0.14,0.17,0.16,0.18,0.16,0.17,0.22,0.65,3.84,1.00,3.00,1.00,0.33,N
599,20858,2017-08-17_8.jpeg,2018-03-13_7.jpeg,2.03,3.26,2.41,3.63,2.83,2.27,3.14,1.48,3.03,2.48,0.63,0.85,0.71,0.88,0.77,0.70,0.86,0.58,0.85,0.75,0.78,0.74,0.77,0.74,0.76,0.76,0.72,0.78,0.72,0.74,0.41,0.40,0.42,0.40,0.41,0.39,0.37,0.40,0.38,0.38,0.93,0.89,0.92,0.88,0.90,0.95,0.93,0.97,0.93,0.94,0.17,0.16,0.18,0.16,0.17,0.15,0.14,0.16,0.14,0.15,0.25,0.47,2.43,3.00,7.00,2.00,0.29,N
600,20858,2018-03-13_7.jpeg,2018-07-08_6.jpeg,2.27,3.14,1.48,3.03,2.48,0.92,1.43,0.89,1.44,1.17,0.70,0.86,0.58,0.85,0.75,0.42,0.56,0.43,0.56,0.49,0.76,0.72,0.78,0.72,0.74,0.83,0.79,0.83,0.79,0.81,0.39,0.37,0.40,0.38,0.38,0.41,0.40,0.42,0.40,0.41,0.95,0.93,0.97,0.93,0.94,0.95,0.92,0.95,0.92,0.93,0.15,0.14,0.16,0.14,0.15,0.17,0.16,0.18,0.16,0.17,0.23,0.50,2.79,7.00,3.00,3.00,0.43,N
601,20858,2018-07-08_6.jpeg,2019-03-25_5.jpeg,0.92,1.43,0.89,1.44,1.17,3.23,4.32,2.51,4.65,3.68,0.42,0.56,0.43,0.56,0.49,0.89,1.06,0.80,1.12,0.97,0.83,0.79,0.83,0.79,0.81,0.71,0.68,0.73,0.67,0.70,0.41,0.40,0.42,0.40,0.41,0.38,0.37,0.39,0.37,0.38,0.95,0.92,0.95,0.92,0.93,0.94,0.92,0.95,0.91,0.93,0.17,0.16,0.18,0.16,0.17,0.14,0.14,0.15,0.14,0.14,0.25,0.55,3.39,3.00,4.00,3.00,0.75,N
602,20858,2019-03-25_5.jpeg,2019-04-20_4.jpeg,3.23,4.32,2.51,4.65,3.68,2.10,2.92,1.38,2.85,2.31,0.89,1.06,0.80,1.12,0.97,0.69,0.85,0.59,0.85,0.74,0.71,0.68,0.73,0.67,0.70,0.75,0.72,0.77,0.72,0.74,0.38,0.37,0.39,0.37,0.38,0.39,0.37,0.39,0.37,0.38,0.94,0.92,0.95,0.91,0.93,0.95,0.93,0.97,0.93,0.94,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.16,0.14,0.15,0.13,0.83,5.76,4.00,7.00,4.00,0.57,N
603,20858,2019-04-20_4.jpeg,2019-08-25_3.jpeg,2.10,2.92,1.38,2.85,2.31,1.91,2.64,1.46,2.81,2.20,0.69,0.85,0.59,0.85,0.74,0.63,0.77,0.56,0.79,0.69,0.75,0.72,0.77,0.72,0.74,0.77,0.75,0.79,0.74,0.76,0.39,0.37,0.39,0.37,0.38,0.39,0.37,0.39,0.38,0.38,0.95,0.93,0.97,0.93,0.94,0.96,0.94,0.97,0.94,0.95,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.16,0.14,0.15,0.20,0.50,3.04,7.00,2.00,2.00,0.29,Y
604,20858,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.91,2.64,1.46,2.81,2.20,2.13,3.00,1.57,2.88,2.40,0.63,0.77,0.56,0.79,0.69,0.74,0.92,0.66,0.90,0.81,0.77,0.75,0.79,0.74,0.76,0.73,0.69,0.74,0.69,0.71,0.39,0.37,0.39,0.38,0.38,0.39,0.38,0.40,0.38,0.39,0.96,0.94,0.97,0.94,0.95,0.95,0.93,0.96,0.93,0.94,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.16,0.14,0.15,0.22,0.56,2.80,2.00,6.00,2.00,0.33,N
605,20858,2020-03-31_2.jpeg,2020-08-31_1.jpeg,2.13,3.00,1.57,2.88,2.40,1.93,2.76,1.48,2.80,2.24,0.74,0.92,0.66,0.90,0.81,0.65,0.79,0.56,0.81,0.70,0.73,0.69,0.74,0.69,0.71,0.77,0.74,0.79,0.73,0.76,0.39,0.38,0.40,0.38,0.39,0.39,0.38,0.40,0.38,0.38,0.95,0.93,0.96,0.93,0.94,0.96,0.94,0.97,0.94,0.95,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.16,0.14,0.15,0.19,0.88,5.22,6.00,6.00,5.00,0.83,N
606,20859,2016-09-09_9.jpeg,2017-05-04_8.jpeg,2.80,3.44,2.48,4.45,3.29,2.77,3.55,2.81,4.78,3.48,0.53,0.57,0.51,0.68,0.57,0.57,0.63,0.58,0.74,0.63,0.87,0.86,0.87,0.85,0.86,0.85,0.84,0.84,0.83,0.84,0.57,0.56,0.57,0.56,0.57,0.57,0.57,0.57,0.56,0.57,0.96,0.95,0.97,0.94,0.96,0.97,0.96,0.97,0.94,0.96,0.33,0.32,0.33,0.32,0.32,0.33,0.32,0.33,0.32,0.32,0.17,0.73,5.07,4.00,4.00,2.00,0.50,N
607,20859,2017-05-04_8.jpeg,2017-08-17_7.jpeg,2.77,3.55,2.81,4.78,3.48,2.94,4.03,2.63,4.39,3.50,0.57,0.63,0.58,0.74,0.63,0.58,0.66,0.55,0.70,0.62,0.85,0.84,0.84,0.83,0.84,0.85,0.84,0.85,0.84,0.84,0.57,0.57,0.57,0.56,0.57,0.55,0.54,0.55,0.54,0.55,0.97,0.96,0.97,0.94,0.96,0.97,0.95,0.97,0.95,0.96,0.33,0.32,0.33,0.32,0.32,0.30,0.30,0.31,0.30,0.30,0.14,0.83,5.73,4.00,4.00,2.00,0.50,N
608,20859,2017-08-17_7.jpeg,2018-03-13_6.jpeg,2.94,4.03,2.63,4.39,3.50,2.91,3.62,2.24,4.58,3.34,0.58,0.66,0.55,0.70,0.62,0.53,0.56,0.46,0.67,0.55,0.85,0.84,0.85,0.84,0.84,0.87,0.87,0.88,0.86,0.87,0.55,0.54,0.55,0.54,0.55,0.56,0.56,0.56,0.55,0.56,0.97,0.95,0.97,0.95,0.96,0.97,0.96,0.98,0.95,0.96,0.30,0.30,0.31,0.30,0.30,0.32,0.31,0.32,0.31,0.31,0.14,0.84,5.81,4.00,4.00,3.00,0.75,N
609,20859,2018-03-13_6.jpeg,2018-07-08_5.jpeg,2.91,3.62,2.24,4.58,3.34,2.30,2.97,2.08,3.74,2.77,0.53,0.56,0.46,0.67,0.55,0.54,0.60,0.52,0.69,0.59,0.87,0.87,0.88,0.86,0.87,0.84,0.83,0.84,0.82,0.83,0.56,0.56,0.56,0.55,0.56,0.54,0.54,0.55,0.54,0.54,0.97,0.96,0.98,0.95,0.96,0.97,0.96,0.97,0.95,0.96,0.32,0.31,0.32,0.31,0.31,0.30,0.29,0.30,0.29,0.29,0.16,0.81,5.68,4.00,3.00,2.00,0.50,N
610,20859,2018-07-08_5.jpeg,2019-04-20_4.jpeg,2.30,2.97,2.08,3.74,2.77,2.25,2.71,1.87,3.44,2.57,0.54,0.60,0.52,0.69,0.59,0.46,0.50,0.41,0.56,0.48,0.84,0.83,0.84,0.82,0.83,0.87,0.87,0.88,0.86,0.87,0.54,0.54,0.55,0.54,0.54,0.55,0.55,0.56,0.55,0.55,0.97,0.96,0.97,0.95,0.96,0.97,0.97,0.98,0.96,0.97,0.30,0.29,0.30,0.29,0.29,0.31,0.30,0.31,0.30,0.30,0.16,0.79,5.55,3.00,4.00,2.00,0.50,N
611,20859,2019-04-20_4.jpeg,2019-08-25_3.jpeg,2.25,2.71,1.87,3.44,2.57,2.47,2.82,2.15,4.25,2.92,0.46,0.50,0.41,0.56,0.48,0.52,0.54,0.49,0.68,0.55,0.87,0.87,0.88,0.86,0.87,0.86,0.85,0.86,0.84,0.85,0.55,0.55,0.56,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.97,0.97,0.98,0.96,0.97,0.97,0.97,0.97,0.95,0.96,0.31,0.30,0.31,0.30,0.30,0.30,0.30,0.30,0.29,0.30,0.14,0.89,6.25,4.00,2.00,1.00,0.25,N
612,20859,2019-08-25_3.jpeg,2020-03-31_2.jpeg,2.47,2.82,2.15,4.25,2.92,2.53,3.07,2.00,4.00,2.90,0.52,0.54,0.49,0.68,0.55,0.43,0.44,0.37,0.55,0.45,0.86,0.85,0.86,0.84,0.85,0.91,0.91,0.91,0.90,0.91,0.55,0.54,0.55,0.54,0.55,0.62,0.62,0.62,0.61,0.62,0.97,0.97,0.97,0.95,0.96,0.97,0.96,0.98,0.95,0.97,0.30,0.30,0.30,0.29,0.30,0.38,0.38,0.39,0.37,0.38,0.22,0.70,4.79,2.00,5.00,1.00,0.20,Y
613,20859,2020-03-31_2.jpeg,2020-08-31_1.jpeg,2.53,3.07,2.00,4.00,2.90,2.94,3.53,2.27,4.60,3.33,0.43,0.44,0.37,0.55,0.45,0.50,0.53,0.44,0.65,0.53,0.91,0.91,0.91,0.90,0.91,0.88,0.88,0.89,0.86,0.88,0.62,0.62,0.62,0.61,0.62,0.56,0.56,0.56,0.55,0.56,0.97,0.96,0.98,0.95,0.97,0.97,0.97,0.98,0.95,0.97,0.38,0.38,0.39,0.37,0.38,0.31,0.31,0.32,0.30,0.31,0.15,0.80,5.43,5.00,3.00,2.00,0.40,N
614,20860,2016-09-09_9.jpeg,2017-05-04_8.jpeg,1.98,2.93,1.45,2.82,2.29,1.85,2.90,1.53,2.69,2.24,0.74,0.93,0.63,0.92,0.80,0.72,0.94,0.66,0.92,0.81,0.72,0.68,0.75,0.68,0.71,0.72,0.67,0.74,0.67,0.70,0.35,0.33,0.35,0.34,0.34,0.32,0.31,0.33,0.31,0.32,0.92,0.88,0.94,0.88,0.91,0.94,0.90,0.95,0.91,0.93,0.12,0.11,0.12,0.11,0.12,0.10,0.10,0.11,0.10,0.10,0.16,0.77,5.17,2.00,2.00,1.00,0.50,N
615,20860,2017-05-04_8.jpeg,2017-08-17_7.jpeg,1.85,2.90,1.53,2.69,2.24,1.76,2.68,1.33,2.50,2.07,0.72,0.94,0.66,0.92,0.81,0.65,0.85,0.60,0.83,0.73,0.72,0.67,0.74,0.67,0.70,0.75,0.70,0.76,0.70,0.73,0.32,0.31,0.33,0.31,0.32,0.35,0.33,0.35,0.34,0.34,0.94,0.90,0.95,0.91,0.93,0.93,0.90,0.95,0.90,0.92,0.10,0.10,0.11,0.10,0.10,0.12,0.11,0.12,0.11,0.12,0.13,0.84,5.69,2.00,3.00,2.00,0.67,N
616,20860,2017-08-17_7.jpeg,2018-03-13_6.jpeg,1.76,2.68,1.33,2.50,2.07,1.33,1.99,1.05,2.01,1.59,0.65,0.85,0.60,0.83,0.73,0.58,0.72,0.49,0.72,0.63,0.75,0.70,0.76,0.70,0.73,0.77,0.73,0.80,0.73,0.76,0.35,0.33,0.35,0.34,0.34,0.35,0.34,0.36,0.34,0.34,0.93,0.90,0.95,0.90,0.92,0.93,0.90,0.95,0.89,0.92,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.11,0.12,0.18,0.69,4.75,3.00,5.00,2.00,0.40,N
617,20860,2018-03-13_6.jpeg,2018-07-08_5.jpeg,1.33,1.99,1.05,2.01,1.59,1.03,1.53,0.67,1.29,1.13,0.58,0.72,0.49,0.72,0.63,0.42,0.53,0.34,0.49,0.44,0.77,0.73,0.80,0.73,0.76,0.84,0.80,0.86,0.81,0.83,0.35,0.34,0.36,0.34,0.34,0.37,0.36,0.38,0.36,0.37,0.93,0.90,0.95,0.89,0.92,0.96,0.93,0.97,0.94,0.95,0.12,0.11,0.13,0.11,0.12,0.14,0.13,0.14,0.13,0.13,0.21,0.52,3.46,5.00,2.00,2.00,0.40,N
618,20860,2018-07-08_5.jpeg,2019-04-20_4.jpeg,1.03,1.53,0.67,1.29,1.13,1.42,1.69,0.68,1.84,1.41,0.42,0.53,0.34,0.49,0.44,0.56,0.66,0.43,0.68,0.59,0.84,0.80,0.86,0.81,0.83,0.78,0.74,0.80,0.74,0.77,0.37,0.36,0.38,0.36,0.37,0.36,0.35,0.37,0.35,0.36,0.96,0.93,0.97,0.94,0.95,0.84,0.81,0.92,0.79,0.84,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.23,0.48,3.14,2.00,2.00,2.00,1.00,Y
619,20860,2019-04-20_4.jpeg,2019-08-25_3.jpeg,1.42,1.69,0.68,1.84,1.41,1.06,1.60,0.77,1.41,1.21,0.56,0.66,0.43,0.68,0.59,0.43,0.55,0.37,0.52,0.47,0.78,0.74,0.80,0.74,0.77,0.83,0.80,0.85,0.80,0.82,0.36,0.35,0.37,0.35,0.36,0.36,0.35,0.37,0.35,0.36,0.84,0.81,0.92,0.79,0.84,0.96,0.94,0.97,0.95,0.96,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.21,0.69,4.58,2.00,2.00,2.00,1.00,N
620,20860,2019-08-25_3.jpeg,2020-03-31_2.jpeg,1.06,1.60,0.77,1.41,1.21,1.38,1.78,0.72,1.71,1.39,0.43,0.55,0.37,0.52,0.47,0.54,0.64,0.40,0.64,0.55,0.83,0.80,0.85,0.80,0.82,0.79,0.76,0.83,0.76,0.79,0.36,0.35,0.37,0.35,0.36,0.36,0.35,0.37,0.35,0.36,0.96,0.94,0.97,0.95,0.96,0.92,0.90,0.96,0.91,0.92,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.15,0.68,4.52,2.00,3.00,2.00,0.67,N
621,20860,2020-03-31_2.jpeg,2020-08-31_1.jpeg,1.38,1.78,0.72,1.71,1.39,1.40,1.96,0.82,1.84,1.51,0.54,0.64,0.40,0.64,0.55,0.48,0.59,0.37,0.59,0.51,0.79,0.76,0.83,0.76,0.79,0.82,0.79,0.85,0.79,0.81,0.36,0.35,0.37,0.35,0.36,0.37,0.36,0.37,0.36,0.36,0.92,0.90,0.96,0.91,0.92,0.95,0.93,0.97,0.93,0.94,0.13,0.12,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.16,0.61,4.15,3.00,2.00,2.00,0.67,N
624,20861,2017-08-17_7.jpeg,2018-03-13_6.jpeg,1.84,2.38,1.98,3.50,2.42,2.19,1.92,1.41,3.52,2.26,0.52,0.59,0.54,0.74,0.60,0.55,0.54,0.45,0.70,0.56,0.83,0.82,0.83,0.79,0.82,0.83,0.83,0.84,0.81,0.83,0.55,0.55,0.56,0.54,0.55,0.56,0.56,0.56,0.55,0.56,0.95,0.94,0.95,0.91,0.94,0.95,0.95,0.97,0.91,0.95,0.31,0.31,0.31,0.30,0.30,0.31,0.31,0.32,0.30,0.31,0.17,0.66,4.63,2.00,5.00,1.00,0.20,N
625,20861,2018-03-13_6.jpeg,2018-07-04_5.jpeg,2.19,1.92,1.41,3.52,2.26,1.11,1.11,0.97,2.08,1.32,0.55,0.54,0.45,0.70,0.56,0.37,0.37,0.33,0.50,0.40,0.83,0.83,0.84,0.81,0.83,0.87,0.87,0.88,0.85,0.87,0.56,0.56,0.56,0.55,0.56,0.56,0.56,0.57,0.55,0.56,0.95,0.95,0.97,0.91,0.95,0.97,0.97,0.97,0.94,0.96,0.31,0.31,0.32,0.30,0.31,0.31,0.31,0.32,0.30,0.31,0.18,0.75,5.25,5.00,6.00,3.00,0.50,N
626,20861,2018-07-04_5.jpeg,2019-04-20_4.jpeg,1.11,1.11,0.97,2.08,1.32,1.87,2.05,1.68,3.24,2.21,0.37,0.37,0.33,0.50,0.40,0.54,0.55,0.49,0.69,0.57,0.87,0.87,0.88,0.85,0.87,0.82,0.82,0.83,0.80,0.82,0.56,0.56,0.57,0.55,0.56,0.55,0.55,0.56,0.55,0.55,0.97,0.97,0.97,0.94,0.96,0.96,0.95,0.96,0.93,0.95,0.31,0.31,0.32,0.30,0.31,0.31,0.31,0.31,0.30,0.31,0.13,0.89,6.21,6.00,5.00,3.00,0.50,N
627,20861,2019-04-20_4.jpeg,2019-08-26_3.jpeg,1.87,2.05,1.68,3.24,2.21,1.42,1.32,1.10,2.71,1.64,0.54,0.55,0.49,0.69,0.57,0.38,0.38,0.33,0.52,0.40,0.82,0.82,0.83,0.80,0.82,0.88,0.87,0.89,0.86,0.87,0.55,0.55,0.56,0.55,0.55,0.57,0.57,0.57,0.56,0.57,0.96,0.95,0.96,0.93,0.95,0.97,0.97,0.98,0.94,0.96,0.31,0.31,0.31,0.30,0.31,0.32,0.32,0.33,0.31,0.32,0.15,0.45,3.36,5.00,8.00,5.00,0.63,N
