,Property,Image1,Image2,contrast11,contrast12,contrast13,contrast14,contrast_avg1,contrast21,contrast22,contrast23,contrast24,contrast_avg2,dissimilarity11,dissimilarity12,dissimilarity13,dissimilarity14,dissimilarity_avg1,dissimilarity21,dissimilarity22,dissimilarity23,dissimilarity24,dissimilarity_avg2,homogeneity11,homogeneity12,homogeneity13,homogeneity14,homogeneity_avg1,homogeneity21,homogeneity22,homogeneity23,homogeneity24,homogeneity_avg_2,energy_feature11,energy_feature12,energy_feature13,energy_feature14,energy_feature_avg1,energy_feature21,energy_feature22,energy_feature23,energy_feature24,energy_feature_avg2,correlation_feature11,correlation_feature12,correlation_feature13,correlation_feature14,correlation_feature_avg1,correlation_feature21,correlation_feature22,correlation_feature23,correlation_feature24,correlation_feature_avg2,asm_feature11,asm_feature12,asm_feature13,asm_feature14,asm_feature_avg1,asm_feature21,asm_feature22,asm_feature23,asm_feature24,asm_feature_avg2,ALEX_net,Cosine similarity,td_b7,vents_count_1,vents_count_2,common_vents_count,similarity_ratio,label
3374,20316,2018-12-01_2.jpeg,2019-01-01_3.jpeg,0.84,1.43,0.99,1.73,1.25,0.84,1.43,0.99,1.73,1.25,0.23,0.32,0.24,0.33,0.28,0.23,0.32,0.24,0.33,0.28,0.92,0.91,0.92,0.91,0.91,0.92,0.91,0.92,0.91,0.91,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.98,0.97,0.98,0.39,0.38,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.38,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
3375,20316,2019-01-01_3.jpeg,2019-02-01_4.jpeg,0.84,1.43,0.99,1.73,1.25,0.84,1.43,0.99,1.73,1.25,0.23,0.32,0.24,0.33,0.28,0.23,0.32,0.24,0.33,0.28,0.92,0.91,0.92,0.91,0.91,0.92,0.91,0.92,0.91,0.91,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.98,0.97,0.98,0.39,0.38,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.38,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
3376,20316,2019-02-01_4.jpeg,2019-03-01_5.jpeg,0.84,1.43,0.99,1.73,1.25,0.84,1.43,0.99,1.73,1.25,0.23,0.32,0.24,0.33,0.28,0.23,0.32,0.24,0.33,0.28,0.92,0.91,0.92,0.91,0.91,0.92,0.91,0.92,0.91,0.91,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.98,0.97,0.98,0.39,0.38,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.38,0.15,0.81,5.44,6.00,6.00,4.00,0.67,N
3377,20316,2019-03-01_5.jpeg,2019-04-01_6.jpeg,0.84,1.43,0.99,1.73,1.25,1.32,2.38,1.68,2.76,2.03,0.23,0.32,0.24,0.33,0.28,0.31,0.43,0.33,0.45,0.38,0.92,0.91,0.92,0.91,0.91,0.90,0.88,0.90,0.88,0.89,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.62,0.61,0.62,0.99,0.98,0.98,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.39,0.38,0.38,0.38,0.38,0.39,0.38,0.38,0.37,0.38,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
3378,20316,2019-04-01_6.jpeg,2019-05-01_7.jpeg,1.32,2.38,1.68,2.76,2.03,1.32,2.38,1.68,2.76,2.03,0.31,0.43,0.33,0.45,0.38,0.31,0.43,0.33,0.45,0.38,0.90,0.88,0.90,0.88,0.89,0.90,0.88,0.90,0.88,0.89,0.62,0.61,0.62,0.61,0.62,0.62,0.61,0.62,0.61,0.62,0.99,0.97,0.98,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.39,0.38,0.38,0.37,0.38,0.39,0.38,0.38,0.37,0.38,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
3379,20316,2019-05-01_7.jpeg,2019-06-01_8.jpeg,1.32,2.38,1.68,2.76,2.03,1.60,2.52,1.41,2.88,2.10,0.31,0.43,0.33,0.45,0.38,0.31,0.42,0.27,0.45,0.36,0.90,0.88,0.90,0.88,0.89,0.92,0.90,0.92,0.90,0.91,0.62,0.61,0.62,0.61,0.62,0.63,0.62,0.63,0.62,0.63,0.99,0.97,0.98,0.97,0.98,0.98,0.97,0.98,0.96,0.97,0.39,0.38,0.38,0.37,0.38,0.40,0.39,0.39,0.39,0.39,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
3380,20316,2019-06-01_8.jpeg,2019-07-01_9.jpeg,1.60,2.52,1.41,2.88,2.10,1.60,2.52,1.41,2.88,2.10,0.31,0.42,0.27,0.45,0.36,0.31,0.42,0.27,0.45,0.36,0.92,0.90,0.92,0.90,0.91,0.92,0.90,0.92,0.90,0.91,0.63,0.62,0.63,0.62,0.63,0.63,0.62,0.63,0.62,0.63,0.98,0.97,0.98,0.96,0.97,0.98,0.97,0.98,0.96,0.97,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.21,0.72,4.67,6.00,3.00,3.00,0.50,Y
3381,20316,2019-07-01_9.jpeg,2019-08-01_10.jpeg,1.60,2.52,1.41,2.88,2.10,1.60,2.52,1.41,2.88,2.10,0.31,0.42,0.27,0.45,0.36,0.31,0.42,0.27,0.45,0.36,0.92,0.90,0.92,0.90,0.91,0.92,0.90,0.92,0.90,0.91,0.63,0.62,0.63,0.62,0.63,0.63,0.62,0.63,0.62,0.63,0.98,0.97,0.98,0.96,0.97,0.98,0.97,0.98,0.96,0.97,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
3382,20316,2019-08-01_10.jpeg,2019-09-01_11.jpeg,1.60,2.52,1.41,2.88,2.10,0.90,1.76,1.36,2.09,1.53,0.31,0.42,0.27,0.45,0.36,0.23,0.34,0.28,0.37,0.31,0.92,0.90,0.92,0.90,0.91,0.92,0.90,0.91,0.90,0.91,0.63,0.62,0.63,0.62,0.63,0.63,0.62,0.63,0.62,0.63,0.98,0.97,0.98,0.96,0.97,0.99,0.98,0.98,0.97,0.98,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
3383,20316,2019-09-01_11.jpeg,2019-10-01_12.jpeg,0.90,1.76,1.36,2.09,1.53,0.90,1.76,1.36,2.09,1.53,0.23,0.34,0.28,0.37,0.31,0.23,0.34,0.28,0.37,0.31,0.92,0.90,0.91,0.90,0.91,0.92,0.90,0.91,0.90,0.91,0.63,0.62,0.63,0.62,0.63,0.63,0.62,0.63,0.62,0.63,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.98,0.97,0.98,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
3384,20316,2019-10-01_12.jpeg,2019-11-01_13.jpeg,0.90,1.76,1.36,2.09,1.53,0.90,1.76,1.36,2.09,1.53,0.23,0.34,0.28,0.37,0.31,0.23,0.34,0.28,0.37,0.31,0.92,0.90,0.91,0.90,0.91,0.92,0.90,0.91,0.90,0.91,0.63,0.62,0.63,0.62,0.63,0.63,0.62,0.63,0.62,0.63,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.98,0.97,0.98,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
3385,20317,2018-11-07_1.jpeg,2018-12-07_2.jpeg,0.92,1.44,0.83,1.41,1.15,0.92,1.44,0.83,1.41,1.15,0.37,0.48,0.35,0.46,0.41,0.37,0.48,0.35,0.46,0.41,0.86,0.83,0.86,0.83,0.84,0.86,0.83,0.86,0.83,0.84,0.46,0.45,0.46,0.45,0.45,0.46,0.45,0.46,0.45,0.45,0.96,0.94,0.96,0.94,0.95,0.96,0.94,0.96,0.94,0.95,0.21,0.20,0.21,0.20,0.21,0.21,0.20,0.21,0.20,0.21,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
3386,20317,2018-12-07_2.jpeg,2019-01-07_3.jpeg,0.92,1.44,0.83,1.41,1.15,0.92,1.44,0.83,1.41,1.15,0.37,0.48,0.35,0.46,0.41,0.37,0.48,0.35,0.46,0.41,0.86,0.83,0.86,0.83,0.84,0.86,0.83,0.86,0.83,0.84,0.46,0.45,0.46,0.45,0.45,0.46,0.45,0.46,0.45,0.45,0.96,0.94,0.96,0.94,0.95,0.96,0.94,0.96,0.94,0.95,0.21,0.20,0.21,0.20,0.21,0.21,0.20,0.21,0.20,0.21,0.00,1.00,7.00,12.00,12.00,12.00,1.00,N
3387,20317,2019-01-07_3.jpeg,2019-02-07_4.jpeg,0.92,1.44,0.83,1.41,1.15,0.92,1.44,0.83,1.41,1.15,0.37,0.48,0.35,0.46,0.41,0.37,0.48,0.35,0.46,0.41,0.86,0.83,0.86,0.83,0.84,0.86,0.83,0.86,0.83,0.84,0.46,0.45,0.46,0.45,0.45,0.46,0.45,0.46,0.45,0.45,0.96,0.94,0.96,0.94,0.95,0.96,0.94,0.96,0.94,0.95,0.21,0.20,0.21,0.20,0.21,0.21,0.20,0.21,0.20,0.21,0.18,0.63,3.96,12.00,10.00,9.00,0.75,N
3388,20317,2019-02-07_4.jpeg,2019-03-07_5.jpeg,0.92,1.44,0.83,1.41,1.15,0.92,1.44,0.83,1.41,1.15,0.37,0.48,0.35,0.46,0.41,0.37,0.48,0.35,0.46,0.41,0.86,0.83,0.86,0.83,0.84,0.86,0.83,0.86,0.83,0.84,0.46,0.45,0.46,0.45,0.45,0.46,0.45,0.46,0.45,0.45,0.96,0.94,0.96,0.94,0.95,0.96,0.94,0.96,0.94,0.95,0.21,0.20,0.21,0.20,0.21,0.21,0.20,0.21,0.20,0.21,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
3389,20317,2019-03-07_5.jpeg,2019-04-07_6.jpeg,0.92,1.44,0.83,1.41,1.15,0.92,1.44,0.83,1.41,1.15,0.37,0.48,0.35,0.46,0.41,0.37,0.48,0.35,0.46,0.41,0.86,0.83,0.86,0.83,0.84,0.86,0.83,0.86,0.83,0.84,0.46,0.45,0.46,0.45,0.45,0.46,0.45,0.46,0.45,0.45,0.96,0.94,0.96,0.94,0.95,0.96,0.94,0.96,0.94,0.95,0.21,0.20,0.21,0.20,0.21,0.21,0.20,0.21,0.20,0.21,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
3390,20317,2019-04-07_6.jpeg,2019-05-07_7.jpeg,0.92,1.44,0.83,1.41,1.15,1.63,2.45,1.39,2.41,1.97,0.37,0.48,0.35,0.46,0.41,0.54,0.69,0.52,0.69,0.61,0.86,0.83,0.86,0.83,0.84,0.80,0.77,0.80,0.77,0.79,0.46,0.45,0.46,0.45,0.45,0.45,0.44,0.46,0.44,0.45,0.96,0.94,0.96,0.94,0.95,0.94,0.91,0.95,0.92,0.93,0.21,0.20,0.21,0.20,0.21,0.21,0.20,0.21,0.20,0.20,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
3391,20317,2019-05-07_7.jpeg,2019-06-07_8.jpeg,1.63,2.45,1.39,2.41,1.97,1.63,2.45,1.39,2.41,1.97,0.54,0.69,0.52,0.69,0.61,0.54,0.69,0.52,0.69,0.61,0.80,0.77,0.80,0.77,0.79,0.80,0.77,0.80,0.77,0.79,0.45,0.44,0.46,0.44,0.45,0.45,0.44,0.46,0.44,0.45,0.94,0.91,0.95,0.92,0.93,0.94,0.91,0.95,0.92,0.93,0.21,0.20,0.21,0.20,0.20,0.21,0.20,0.21,0.20,0.20,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
3392,20317,2019-06-07_8.jpeg,2019-07-07_9.jpeg,1.63,2.45,1.39,2.41,1.97,1.63,2.45,1.39,2.41,1.97,0.54,0.69,0.52,0.69,0.61,0.54,0.69,0.52,0.69,0.61,0.80,0.77,0.80,0.77,0.79,0.80,0.77,0.80,0.77,0.79,0.45,0.44,0.46,0.44,0.45,0.45,0.44,0.46,0.44,0.45,0.94,0.91,0.95,0.92,0.93,0.94,0.91,0.95,0.92,0.93,0.21,0.20,0.21,0.20,0.20,0.21,0.20,0.21,0.20,0.20,0.17,0.59,3.69,10.00,8.00,7.00,0.70,Y
3393,20317,2019-07-07_9.jpeg,2019-08-07_10.jpeg,1.63,2.45,1.39,2.41,1.97,1.63,2.45,1.39,2.41,1.97,0.54,0.69,0.52,0.69,0.61,0.54,0.69,0.52,0.69,0.61,0.80,0.77,0.80,0.77,0.79,0.80,0.77,0.80,0.77,0.79,0.45,0.44,0.46,0.44,0.45,0.45,0.44,0.46,0.44,0.45,0.94,0.91,0.95,0.92,0.93,0.94,0.91,0.95,0.92,0.93,0.21,0.20,0.21,0.20,0.20,0.21,0.20,0.21,0.20,0.20,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
3394,20317,2019-08-07_10.jpeg,2019-09-07_11.jpeg,1.63,2.45,1.39,2.41,1.97,1.47,2.03,0.92,1.93,1.59,0.54,0.69,0.52,0.69,0.61,0.42,0.54,0.35,0.51,0.46,0.80,0.77,0.80,0.77,0.79,0.85,0.82,0.87,0.83,0.84,0.45,0.44,0.46,0.44,0.45,0.46,0.45,0.46,0.45,0.45,0.94,0.91,0.95,0.92,0.93,0.97,0.95,0.98,0.96,0.96,0.21,0.20,0.21,0.20,0.20,0.21,0.20,0.21,0.20,0.20,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
3395,20317,2019-09-07_11.jpeg,2019-10-07_12.jpeg,1.47,2.03,0.92,1.93,1.59,1.47,2.03,0.92,1.93,1.59,0.42,0.54,0.35,0.51,0.46,0.42,0.54,0.35,0.51,0.46,0.85,0.82,0.87,0.83,0.84,0.85,0.82,0.87,0.83,0.84,0.46,0.45,0.46,0.45,0.45,0.46,0.45,0.46,0.45,0.45,0.97,0.95,0.98,0.96,0.96,0.97,0.95,0.98,0.96,0.96,0.21,0.20,0.21,0.20,0.20,0.21,0.20,0.21,0.20,0.20,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
3396,20317,2019-10-07_12.jpeg,2019-11-07_13.jpeg,1.47,2.03,0.92,1.93,1.59,1.47,2.03,0.92,1.93,1.59,0.42,0.54,0.35,0.51,0.46,0.42,0.54,0.35,0.51,0.46,0.85,0.82,0.87,0.83,0.84,0.85,0.82,0.87,0.83,0.84,0.46,0.45,0.46,0.45,0.45,0.46,0.45,0.46,0.45,0.45,0.97,0.95,0.98,0.96,0.96,0.97,0.95,0.98,0.96,0.96,0.21,0.20,0.21,0.20,0.20,0.21,0.20,0.21,0.20,0.20,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
3397,20318,2018-11-13_1.jpeg,2018-12-13_2.jpeg,1.32,2.02,1.31,2.38,1.76,1.32,2.02,1.31,2.38,1.76,0.47,0.62,0.47,0.66,0.55,0.47,0.62,0.47,0.66,0.55,0.83,0.79,0.83,0.79,0.81,0.83,0.79,0.83,0.79,0.81,0.36,0.35,0.36,0.34,0.35,0.36,0.35,0.36,0.34,0.35,0.96,0.94,0.96,0.93,0.95,0.96,0.94,0.96,0.93,0.95,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
3422,20320,2018-12-24_2.jpeg,2019-01-24_3.jpeg,0.83,1.33,0.83,1.45,1.11,0.83,1.33,0.83,1.45,1.11,0.26,0.34,0.25,0.36,0.30,0.26,0.34,0.25,0.36,0.30,0.91,0.90,0.92,0.89,0.90,0.91,0.90,0.92,0.89,0.90,0.53,0.52,0.53,0.52,0.52,0.53,0.52,0.53,0.52,0.52,0.97,0.96,0.97,0.95,0.97,0.97,0.96,0.97,0.95,0.97,0.28,0.27,0.28,0.27,0.27,0.28,0.27,0.28,0.27,0.27,0.14,0.86,5.91,7.00,8.00,7.00,0.88,N
3423,20320,2019-01-24_3.jpeg,2019-02-24_4.jpeg,0.83,1.33,0.83,1.45,1.11,0.83,1.33,0.83,1.45,1.11,0.26,0.34,0.25,0.36,0.30,0.26,0.34,0.25,0.36,0.30,0.91,0.90,0.92,0.89,0.90,0.91,0.90,0.92,0.89,0.90,0.53,0.52,0.53,0.52,0.52,0.53,0.52,0.53,0.52,0.52,0.97,0.96,0.97,0.95,0.97,0.97,0.96,0.97,0.95,0.97,0.28,0.27,0.28,0.27,0.27,0.28,0.27,0.28,0.27,0.27,0.16,0.53,3.77,8.00,7.00,6.00,0.75,N
3424,20320,2019-02-24_4.jpeg,2019-03-24_5.jpeg,0.83,1.33,0.83,1.45,1.11,0.83,1.33,0.83,1.45,1.11,0.26,0.34,0.25,0.36,0.30,0.26,0.34,0.25,0.36,0.30,0.91,0.90,0.92,0.89,0.90,0.91,0.90,0.92,0.89,0.90,0.53,0.52,0.53,0.52,0.52,0.53,0.52,0.53,0.52,0.52,0.97,0.96,0.97,0.95,0.97,0.97,0.96,0.97,0.95,0.97,0.28,0.27,0.28,0.27,0.27,0.28,0.27,0.28,0.27,0.27,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3425,20320,2019-03-24_5.jpeg,2019-04-24_6.jpeg,0.83,1.33,0.83,1.45,1.11,1.10,1.71,1.15,2.05,1.50,0.26,0.34,0.25,0.36,0.30,0.34,0.45,0.35,0.49,0.41,0.91,0.90,0.92,0.89,0.90,0.88,0.86,0.88,0.85,0.87,0.53,0.52,0.53,0.52,0.52,0.51,0.50,0.51,0.50,0.50,0.97,0.96,0.97,0.95,0.97,0.97,0.96,0.97,0.95,0.96,0.28,0.27,0.28,0.27,0.27,0.26,0.25,0.26,0.25,0.25,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3426,20320,2019-04-24_6.jpeg,2019-05-24_7.jpeg,1.10,1.71,1.15,2.05,1.50,1.10,1.71,1.15,2.05,1.50,0.34,0.45,0.35,0.49,0.41,0.34,0.45,0.35,0.49,0.41,0.88,0.86,0.88,0.85,0.87,0.88,0.86,0.88,0.85,0.87,0.51,0.50,0.51,0.50,0.50,0.51,0.50,0.51,0.50,0.50,0.97,0.96,0.97,0.95,0.96,0.97,0.96,0.97,0.95,0.96,0.26,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.25,0.25,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3427,20320,2019-05-24_7.jpeg,2019-06-24_8.jpeg,1.10,1.71,1.15,2.05,1.50,1.10,1.71,1.15,2.05,1.50,0.34,0.45,0.35,0.49,0.41,0.34,0.45,0.35,0.49,0.41,0.88,0.86,0.88,0.85,0.87,0.88,0.86,0.88,0.85,0.87,0.51,0.50,0.51,0.50,0.50,0.51,0.50,0.51,0.50,0.50,0.97,0.96,0.97,0.95,0.96,0.97,0.96,0.97,0.95,0.96,0.26,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.25,0.25,0.16,0.77,5.31,7.00,7.00,6.00,0.86,Y
3428,20320,2019-06-24_8.jpeg,2019-07-24_9.jpeg,1.10,1.71,1.15,2.05,1.50,1.10,1.71,1.15,2.05,1.50,0.34,0.45,0.35,0.49,0.41,0.34,0.45,0.35,0.49,0.41,0.88,0.86,0.88,0.85,0.87,0.88,0.86,0.88,0.85,0.87,0.51,0.50,0.51,0.50,0.50,0.51,0.50,0.51,0.50,0.50,0.97,0.96,0.97,0.95,0.96,0.97,0.96,0.97,0.95,0.96,0.26,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.25,0.25,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3429,20320,2019-07-24_9.jpeg,2019-08-24_10.jpeg,1.10,1.71,1.15,2.05,1.50,1.10,1.71,1.15,2.05,1.50,0.34,0.45,0.35,0.49,0.41,0.34,0.45,0.35,0.49,0.41,0.88,0.86,0.88,0.85,0.87,0.88,0.86,0.88,0.85,0.87,0.51,0.50,0.51,0.50,0.50,0.51,0.50,0.51,0.50,0.50,0.97,0.96,0.97,0.95,0.96,0.97,0.96,0.97,0.95,0.96,0.26,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.25,0.25,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3430,20320,2019-08-24_10.jpeg,2019-09-24_11.jpeg,1.10,1.71,1.15,2.05,1.50,1.28,1.93,1.02,2.00,1.56,0.34,0.45,0.35,0.49,0.41,0.34,0.45,0.32,0.46,0.40,0.88,0.86,0.88,0.85,0.87,0.89,0.87,0.89,0.86,0.88,0.51,0.50,0.51,0.50,0.50,0.52,0.51,0.52,0.51,0.51,0.97,0.96,0.97,0.95,0.96,0.97,0.95,0.98,0.95,0.96,0.26,0.25,0.26,0.25,0.25,0.27,0.26,0.27,0.26,0.26,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3431,20320,2019-09-24_11.jpeg,2019-10-24_12.jpeg,1.28,1.93,1.02,2.00,1.56,1.28,1.93,1.02,2.00,1.56,0.34,0.45,0.32,0.46,0.40,0.34,0.45,0.32,0.46,0.40,0.89,0.87,0.89,0.86,0.88,0.89,0.87,0.89,0.86,0.88,0.52,0.51,0.52,0.51,0.51,0.52,0.51,0.52,0.51,0.51,0.97,0.95,0.98,0.95,0.96,0.97,0.95,0.98,0.95,0.96,0.27,0.26,0.27,0.26,0.26,0.27,0.26,0.27,0.26,0.26,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3432,20320,2019-10-24_12.jpeg,2019-11-24_13.jpeg,1.28,1.93,1.02,2.00,1.56,1.28,1.93,1.02,2.00,1.56,0.34,0.45,0.32,0.46,0.40,0.34,0.45,0.32,0.46,0.40,0.89,0.87,0.89,0.86,0.88,0.89,0.87,0.89,0.86,0.88,0.52,0.51,0.52,0.51,0.51,0.52,0.51,0.52,0.51,0.51,0.97,0.95,0.98,0.95,0.96,0.97,0.95,0.98,0.95,0.96,0.27,0.26,0.27,0.26,0.26,0.27,0.26,0.27,0.26,0.26,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3433,20321,2018-11-24_1.jpeg,2018-12-24_2.jpeg,1.18,1.85,0.93,1.88,1.46,1.18,1.85,0.93,1.88,1.46,0.31,0.44,0.28,0.44,0.37,0.31,0.44,0.28,0.44,0.37,0.91,0.88,0.91,0.88,0.89,0.91,0.88,0.91,0.88,0.89,0.58,0.57,0.58,0.57,0.57,0.58,0.57,0.58,0.57,0.57,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.33,0.32,0.34,0.32,0.33,0.33,0.32,0.34,0.32,0.33,0.00,1.00,7.00,7.00,7.00,7.00,1.00,N
3434,20321,2018-12-24_2.jpeg,2019-01-24_3.jpeg,1.18,1.85,0.93,1.88,1.46,1.18,1.85,0.93,1.88,1.46,0.31,0.44,0.28,0.44,0.37,0.31,0.44,0.28,0.44,0.37,0.91,0.88,0.91,0.88,0.89,0.91,0.88,0.91,0.88,0.89,0.58,0.57,0.58,0.57,0.57,0.58,0.57,0.58,0.57,0.57,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.33,0.32,0.34,0.32,0.33,0.33,0.32,0.34,0.32,0.33,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
3435,20321,2019-01-24_3.jpeg,2019-02-24_4.jpeg,1.18,1.85,0.93,1.88,1.46,1.18,1.85,0.93,1.88,1.46,0.31,0.44,0.28,0.44,0.37,0.31,0.44,0.28,0.44,0.37,0.91,0.88,0.91,0.88,0.89,0.91,0.88,0.91,0.88,0.89,0.58,0.57,0.58,0.57,0.57,0.58,0.57,0.58,0.57,0.57,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.33,0.32,0.34,0.32,0.33,0.33,0.32,0.34,0.32,0.33,0.20,0.81,5.47,4.00,1.00,1.00,0.25,N
3436,20321,2019-02-24_4.jpeg,2019-03-24_5.jpeg,1.18,1.85,0.93,1.88,1.46,1.18,1.85,0.93,1.88,1.46,0.31,0.44,0.28,0.44,0.37,0.31,0.44,0.28,0.44,0.37,0.91,0.88,0.91,0.88,0.89,0.91,0.88,0.91,0.88,0.89,0.58,0.57,0.58,0.57,0.57,0.58,0.57,0.58,0.57,0.57,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.33,0.32,0.34,0.32,0.33,0.33,0.32,0.34,0.32,0.33,0.00,1.00,7.00,1.00,1.00,1.00,1.00,N
3437,20321,2019-03-24_5.jpeg,2019-04-24_6.jpeg,1.18,1.85,0.93,1.88,1.46,1.27,2.05,1.11,1.98,1.60,0.31,0.44,0.28,0.44,0.37,0.46,0.61,0.42,0.60,0.52,0.91,0.88,0.91,0.88,0.89,0.83,0.80,0.84,0.80,0.82,0.58,0.57,0.58,0.57,0.57,0.49,0.48,0.49,0.48,0.49,0.96,0.94,0.97,0.94,0.95,0.95,0.92,0.96,0.92,0.94,0.33,0.32,0.34,0.32,0.33,0.24,0.23,0.24,0.23,0.24,0.00,1.00,7.00,1.00,1.00,1.00,1.00,N
3438,20321,2019-04-24_6.jpeg,2019-05-24_7.jpeg,1.27,2.05,1.11,1.98,1.60,1.27,2.05,1.11,1.98,1.60,0.46,0.61,0.42,0.60,0.52,0.46,0.61,0.42,0.60,0.52,0.83,0.80,0.84,0.80,0.82,0.83,0.80,0.84,0.80,0.82,0.49,0.48,0.49,0.48,0.49,0.49,0.48,0.49,0.48,0.49,0.95,0.92,0.96,0.92,0.94,0.95,0.92,0.96,0.92,0.94,0.24,0.23,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.24,0.00,1.00,7.00,1.00,1.00,1.00,1.00,N
3439,20321,2019-05-24_7.jpeg,2019-06-24_8.jpeg,1.27,2.05,1.11,1.98,1.60,1.27,2.05,1.11,1.98,1.60,0.46,0.61,0.42,0.60,0.52,0.46,0.61,0.42,0.60,0.52,0.83,0.80,0.84,0.80,0.82,0.83,0.80,0.84,0.80,0.82,0.49,0.48,0.49,0.48,0.49,0.49,0.48,0.49,0.48,0.49,0.95,0.92,0.96,0.92,0.94,0.95,0.92,0.96,0.92,0.94,0.24,0.23,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.24,0.18,0.77,5.22,1.00,4.00,1.00,0.25,N
3440,20321,2019-06-24_8.jpeg,2019-07-24_9.jpeg,1.27,2.05,1.11,1.98,1.60,1.27,2.05,1.11,1.98,1.60,0.46,0.61,0.42,0.60,0.52,0.46,0.61,0.42,0.60,0.52,0.83,0.80,0.84,0.80,0.82,0.83,0.80,0.84,0.80,0.82,0.49,0.48,0.49,0.48,0.49,0.49,0.48,0.49,0.48,0.49,0.95,0.92,0.96,0.92,0.94,0.95,0.92,0.96,0.92,0.94,0.24,0.23,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.24,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
3441,20321,2019-07-24_9.jpeg,2019-08-24_10.jpeg,1.27,2.05,1.11,1.98,1.60,1.27,2.05,1.11,1.98,1.60,0.46,0.61,0.42,0.60,0.52,0.46,0.61,0.42,0.60,0.52,0.83,0.80,0.84,0.80,0.82,0.83,0.80,0.84,0.80,0.82,0.49,0.48,0.49,0.48,0.49,0.49,0.48,0.49,0.48,0.49,0.95,0.92,0.96,0.92,0.94,0.95,0.92,0.96,0.92,0.94,0.24,0.23,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.24,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
